Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered: Only relevent to dual task,Correct on Abacus: only relevent to dual task,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial,Expertise level: ranges from 0 (none) to 2(has used abacus)
1,3,36,1,7,1,3.42,0,0,3,315,1,leading/trailing,2
0,4,560,3,1,1,0.854,0,0,3,315,1,leading/trailing,2
1,1,18,1,3,1,0.971,0,0,2,315,1,IN/Out,2
0,4,20,2,1,1,2.59,0,0,2,315,1,leading/trailing,2
1,4,80,2,4,1,0.749,0,0,2,315,1,leading/trailing,2
1,1,70,1,4,1,1.53,0,0,2,315,1,IN/Out,2
1,2,55,1,7,1,0.907,0,0,2,315,1,IN/Out,2
0,2,41,1,1,1,1.29,0,0,2,315,1,IN/Out,2
0,1,911,1,2,1,0.912,0,0,3,315,1,IN/Out,2
1,3,7,1,7,1,1.2,0,0,2,315,1,leading/trailing,2
0,3,38,1,1,0,1.47,0,0,3,315,1,leading/trailing,2
1,3,2,1,7,1,2.53,0,0,2,315,1,leading/trailing,2
1,3,85,1,7,1,1.28,0,0,3,315,1,leading/trailing,2
1,3,78,1,6,1,1.24,0,0,3,315,1,leading/trailing,2
1,1,22,2,3,1,0.843,0,0,2,315,1,IN/Out,2
0,2,14,1,1,1,1.43,0,0,3,315,1,IN/Out,2
1,2,14,1,6,1,1.1,0,0,2,315,1,IN/Out,2
1,4,110,3,6,1,1.89,0,0,3,315,1,leading/trailing,2
1,1,74,1,4,1,0.807,0,0,2,315,1,IN/Out,2
1,3,92,1,5,1,0.695,0,0,3,315,1,leading/trailing,2
1,1,14,2,5,1,0.682,0,0,2,315,1,IN/Out,2
1,3,1,1,5,1,1.17,0,0,2,315,1,leading/trailing,2
1,3,31,1,4,1,0.722,0,0,3,315,1,leading/trailing,2
1,2,72,2,6,1,1.27,0,0,2,315,1,IN/Out,2
1,3,16,1,5,1,0.747,0,0,3,315,1,leading/trailing,2
1,3,3,1,6,1,0.884,0,0,2,315,1,leading/trailing,2
1,4,20,2,6,1,0.759,0,0,2,315,1,leading/trailing,2
1,4,680,3,7,1,1.44,0,0,3,315,1,leading/trailing,2
1,4,70,2,7,1,0.882,0,0,2,315,1,leading/trailing,2
1,3,9,1,7,1,0.867,0,0,2,315,1,leading/trailing,2
1,3,7,1,4,1,0.903,0,0,2,315,1,leading/trailing,2
1,3,58,1,7,1,0.993,0,0,3,315,1,leading/trailing,2
1,1,785,1,3,1,0.872,0,0,3,315,1,IN/Out,2
0,4,30,2,1,1,0.835,0,0,2,315,1,leading/trailing,2
0,1,777,3,2,1,0.973,0,0,3,315,1,IN/Out,2
0,3,52,1,1,1,0.884,0,0,3,315,1,leading/trailing,2
0,2,60,2,1,1,0.769,0,0,2,315,1,IN/Out,2
0,3,1,1,1,1,1.34,0,0,2,315,1,leading/trailing,2
1,4,690,3,4,1,0.654,0,0,3,315,1,leading/trailing,2
1,3,67,1,4,1,0.683,0,0,3,315,1,leading/trailing,2
1,1,36,1,5,1,0.958,0,0,2,315,1,IN/Out,2
1,4,60,2,4,1,1.57,0,0,2,315,1,leading/trailing,2
0,2,93,2,1,1,0.876,0,0,2,315,1,IN/Out,2
0,2,50,2,1,1,1.16,0,0,2,315,1,IN/Out,2
1,2,57,1,7,1,1.45,0,0,2,315,1,IN/Out,2
1,4,90,2,7,1,0.771,0,0,2,315,1,leading/trailing,2
0,2,224,1,1,1,1.89,0,0,3,315,1,IN/Out,2
1,1,28,2,4,1,0.797,0,0,2,315,1,IN/Out,2
1,4,40,2,6,1,0.827,0,0,2,315,1,leading/trailing,2
1,1,236,2,3,1,0.712,0,0,3,315,1,IN/Out,2
1,1,312,2,3,1,0.809,0,0,3,315,1,IN/Out,2
1,2,15,3,6,1,0.92,0,0,3,315,1,IN/Out,2
0,2,305,2,1,1,1.2,0,0,3,315,1,IN/Out,2
0,4,650,3,1,1,1.01,0,0,3,315,1,leading/trailing,2
1,2,410,2,6,1,0.778,0,0,3,315,1,IN/Out,2
1,1,113,3,4,1,1.07,0,0,3,315,1,IN/Out,2
1,1,773,1,4,1,0.82,0,0,3,315,1,IN/Out,2
1,2,28,1,7,1,0.803,0,0,2,315,1,IN/Out,2
0,3,8,1,1,1,1.14,0,0,2,315,1,leading/trailing,2
1,3,14,1,7,1,1.05,0,0,3,315,1,leading/trailing,2
1,1,72,1,3,1,2.34,0,0,2,315,1,IN/Out,2
1,2,164,2,6,1,0.74,0,0,3,315,1,IN/Out,2
0,3,89,1,1,1,2.39,0,0,3,315,1,leading/trailing,2
1,2,70,1,6,1,1.4,0,0,3,315,1,IN/Out,2
1,3,24,1,4,1,0.944,0,0,3,315,1,leading/trailing,2
0,3,6,1,1,1,1.22,0,0,2,315,1,leading/trailing,2
1,2,21,1,6,1,1.65,0,0,2,315,1,IN/Out,2
1,3,9,1,7,1,1.46,0,0,2,315,1,leading/trailing,2
1,4,970,3,6,1,2.05,0,0,3,315,1,leading/trailing,2
1,2,522,2,7,1,0.913,0,0,3,315,1,IN/Out,2
1,4,70,2,4,1,0.835,0,0,2,315,1,leading/trailing,2
1,4,70,2,4,1,0.832,0,0,2,315,1,leading/trailing,2
0,4,960,3,1,1,1.44,0,0,3,315,1,leading/trailing,2
1,1,606,3,3,1,0.872,0,0,3,315,1,IN/Out,2
1,4,50,2,5,1,0.916,0,0,2,315,1,leading/trailing,2
1,3,2,1,7,1,1.53,0,0,2,315,1,leading/trailing,2
1,2,358,2,7,1,0.805,0,0,3,315,1,IN/Out,2
1,4,30,2,6,1,0.772,0,0,2,315,1,leading/trailing,2
0,4,990,3,1,1,3.36,0,0,3,316,1,leading/trailing,0
1,1,519,3,6,1,1.68,0,0,3,316,1,IN/Out,0
0,4,440,3,1,1,1.24,0,0,3,316,1,leading/trailing,0
0,2,90,2,1,1,1.34,0,0,2,316,1,IN/Out,0
1,2,545,1,5,1,1.59,0,0,3,316,1,IN/Out,0
1,2,33,2,7,1,1.57,0,0,2,316,1,IN/Out,0
1,2,46,2,5,1,1.1,0,0,2,316,1,IN/Out,0
0,3,81,1,1,1,1.1,0,0,3,316,1,leading/trailing,0
1,4,870,3,5,1,1.46,0,0,3,316,1,leading/trailing,0
1,3,15,1,4,1,1.21,0,0,3,316,1,leading/trailing,0
1,1,335,2,4,1,0.931,0,0,3,316,1,IN/Out,0
1,4,720,3,7,1,1.3,0,0,3,316,1,leading/trailing,0
1,4,10,2,7,1,1.27,0,0,2,316,1,leading/trailing,0
1,2,730,2,7,1,1.28,0,0,3,316,1,IN/Out,0
1,4,20,2,5,1,1.27,0,0,2,316,1,leading/trailing,0
0,3,9,1,1,1,1.03,0,0,2,316,1,leading/trailing,0
1,1,160,2,3,1,1,0,0,3,316,1,IN/Out,0
1,3,4,1,5,1,1.18,0,0,2,316,1,leading/trailing,0
1,3,6,1,5,1,1.25,0,0,2,316,1,leading/trailing,0
1,1,568,3,4,1,0.898,0,0,3,316,1,IN/Out,0
0,4,780,3,1,1,1.63,0,0,3,316,1,leading/trailing,0
1,3,3,1,6,1,1.02,0,0,2,316,1,leading/trailing,0
0,4,140,3,1,1,1.77,0,0,3,316,1,leading/trailing,0
1,2,276,1,6,1,1.31,0,0,3,316,1,IN/Out,0
0,4,30,2,1,1,1.43,0,0,2,316,1,leading/trailing,0
1,2,43,2,7,1,1.46,0,0,2,316,1,IN/Out,0
1,2,69,1,5,1,1.03,0,0,2,316,1,IN/Out,0
1,3,2,1,5,1,1.7,0,0,2,316,1,leading/trailing,0
0,3,3,1,1,1,1.03,0,0,2,316,1,leading/trailing,0
1,2,825,3,5,1,1.39,0,0,3,316,1,IN/Out,0
1,2,357,2,6,1,1.33,0,0,3,316,1,IN/Out,0
1,2,186,1,7,1,1.85,0,0,3,316,1,IN/Out,0
1,2,815,2,5,1,0.997,0,0,3,316,1,IN/Out,0
1,4,80,2,4,1,0.739,0,0,2,316,1,leading/trailing,0
0,1,384,2,2,1,1.15,0,0,3,316,1,IN/Out,0
0,1,50,1,2,1,0.828,0,0,2,316,1,IN/Out,0
1,2,725,1,6,1,1.18,0,0,3,316,1,IN/Out,0
1,1,86,1,5,1,1.04,0,0,2,316,1,IN/Out,0
1,1,67,1,3,1,1.04,0,0,2,316,1,IN/Out,0
1,3,34,1,6,1,1.24,0,0,3,316,1,leading/trailing,0
1,1,700,1,4,1,0.986,0,0,3,316,1,IN/Out,0
0,1,366,2,2,1,0.968,0,0,3,316,1,IN/Out,0
1,1,38,2,5,1,1.05,0,0,2,316,1,IN/Out,0
0,3,62,1,1,1,1.18,0,0,3,316,1,leading/trailing,0
1,2,33,1,7,1,1.48,0,0,2,316,1,IN/Out,0
0,2,44,2,1,1,1.17,0,0,2,316,1,IN/Out,0
1,1,551,3,3,1,1.05,0,0,3,316,1,IN/Out,0
1,3,4,1,4,1,1.02,0,0,2,316,1,leading/trailing,0
1,1,944,1,3,1,0.868,0,0,3,316,1,IN/Out,0
0,3,12,1,1,1,1.25,0,0,3,316,1,leading/trailing,0
1,4,30,2,4,1,1.14,0,0,2,316,1,leading/trailing,0
1,4,10,2,6,1,1.34,0,0,2,316,1,leading/trailing,0
1,1,7,2,4,1,0.97,0,0,2,316,1,IN/Out,0
0,2,741,3,1,1,1.1,0,0,3,316,1,IN/Out,0
0,4,20,2,1,1,0.869,0,0,2,316,1,leading/trailing,0
1,2,15,2,5,1,1.32,0,0,2,316,1,IN/Out,0
0,1,36,2,2,1,1.1,0,0,2,316,1,IN/Out,0
1,3,8,1,5,1,1.51,0,0,2,316,1,leading/trailing,0
1,4,240,3,5,1,2,0,0,3,316,1,leading/trailing,0
0,2,381,3,1,1,1.12,0,0,3,316,1,IN/Out,0
1,4,30,2,6,1,1.29,0,0,2,316,1,leading/trailing,0
1,1,98,1,3,1,1.04,0,0,2,316,1,IN/Out,0
1,3,5,1,7,1,1.56,0,0,2,316,1,leading/trailing,0
1,3,98,1,5,1,1.06,0,0,3,316,1,leading/trailing,0
0,2,335,2,1,1,1.13,0,0,3,316,1,IN/Out,0
1,3,15,1,5,1,1.04,0,0,3,316,1,leading/trailing,0
1,2,7,1,5,1,1.05,0,0,2,316,1,IN/Out,0
1,3,2,1,7,1,1.09,0,0,2,316,1,leading/trailing,0
1,2,276,1,7,1,1.17,0,0,3,316,1,IN/Out,0
1,4,10,2,6,1,1.24,0,0,2,316,1,leading/trailing,0
1,3,58,1,6,1,0.884,0,0,3,316,1,leading/trailing,0
1,3,5,1,7,1,0.881,0,0,2,316,1,leading/trailing,0
1,2,23,1,7,1,0.867,0,0,2,316,1,IN/Out,0
1,3,9,1,7,1,0.776,0,0,2,316,1,leading/trailing,0
1,4,220,3,5,1,1.78,0,0,3,316,1,leading/trailing,0
1,2,19,1,6,1,0.883,0,0,2,316,1,IN/Out,0
1,1,34,1,4,1,0.701,0,0,2,316,1,IN/Out,0
1,1,61,2,3,1,0.799,0,0,2,316,1,IN/Out,0
1,1,3,2,3,1,0.846,0,0,2,316,1,IN/Out,0
1,1,749,3,3,1,0.96,0,0,3,316,1,IN/Out,0
1,3,1,1,7,1,0.874,0,0,2,316,1,leading/trailing,0
1,1,80,1,3,1,0.677,0,0,2,316,1,IN/Out,0
0,4,50,2,1,1,1.91,0,0,2,316,1,leading/trailing,0
1,3,18,1,5,1,1.08,0,0,3,316,1,leading/trailing,0
1,4,210,3,4,1,0.925,0,0,3,316,1,leading/trailing,0
0,4,70,2,1,1,1.98,0,0,2,316,1,leading/trailing,0
1,3,9,1,4,1,0.709,0,0,2,316,1,leading/trailing,0
1,4,770,3,6,1,1.5,0,0,3,316,1,leading/trailing,0
1,1,369,3,3,1,0.734,0,0,3,316,1,IN/Out,0
1,3,41,1,6,1,1.23,0,0,3,316,1,leading/trailing,0
1,1,630,2,4,1,0.985,0,0,3,316,1,IN/Out,0
1,3,37,1,7,1,1.57,0,0,3,316,1,leading/trailing,0
1,1,77,2,4,1,0.942,0,0,2,316,1,IN/Out,0
1,2,633,1,5,1,1.35,0,0,3,316,1,IN/Out,0
0,1,75,1,2,1,0.686,0,0,2,316,1,IN/Out,0
0,3,1,1,1,1,0.617,0,0,2,316,1,leading/trailing,0
1,3,62,1,6,1,1.23,0,0,3,316,1,leading/trailing,0
1,2,126,1,7,1,0.954,0,0,3,316,1,IN/Out,0
1,4,440,3,7,1,0.873,0,0,3,316,1,leading/trailing,0
1,2,33,1,7,1,0.7,0,0,2,316,1,IN/Out,0
1,4,250,3,5,1,0.83,0,0,3,316,1,leading/trailing,0
1,4,70,2,6,1,0.849,0,0,2,316,1,leading/trailing,0
0,1,99,2,2,1,0.966,0,0,2,316,1,IN/Out,0
0,2,235,2,1,1,1.04,0,0,3,316,1,IN/Out,0
1,1,70,1,4,1,0.681,0,0,2,316,1,IN/Out,0
1,4,440,3,5,1,0.883,0,0,3,316,1,leading/trailing,0
1,1,91,1,6,1,0.702,0,0,2,316,1,IN/Out,0
1,3,79,1,4,1,0.736,0,0,3,316,1,leading/trailing,0
1,2,86,2,6,1,1.55,0,0,2,316,1,IN/Out,0
1,1,38,2,3,1,0.743,0,0,3,316,1,IN/Out,0
1,3,79,1,4,1,0.959,0,0,3,316,1,leading/trailing,0
1,4,190,3,7,1,0.932,0,0,3,316,1,leading/trailing,0
1,4,470,3,7,1,0.886,0,0,3,316,1,leading/trailing,0
0,3,43,1,1,1,1.15,0,0,3,316,1,leading/trailing,0
1,1,741,1,3,1,0.574,0,0,3,316,1,IN/Out,0
0,1,808,1,2,1,0.839,0,0,3,316,1,IN/Out,0
1,4,40,2,4,1,0.852,0,0,2,316,1,leading/trailing,0
1,4,80,2,4,1,0.737,0,0,2,316,1,leading/trailing,0
0,3,5,1,1,1,1.46,0,0,2,316,1,leading/trailing,0
1,4,230,3,6,1,1.14,0,0,3,316,1,leading/trailing,0
1,4,70,2,5,1,0.6,0,0,2,316,1,leading/trailing,0
1,2,359,2,5,1,0.631,0,0,3,316,1,IN/Out,0
1,3,87,1,7,1,2.23,0,0,3,316,1,leading/trailing,0
0,2,27,1,1,1,0.677,0,0,2,316,1,IN/Out,0
1,2,93,2,7,1,0.986,0,0,2,316,1,IN/Out,0
1,4,80,2,6,1,0.68,0,0,2,316,1,leading/trailing,0
0,2,52,2,1,1,0.739,0,0,2,316,1,IN/Out,0
0,1,713,1,2,1,0.875,0,0,3,316,1,IN/Out,0
1,4,70,2,7,1,1.43,0,0,2,317,1,leading/trailing,0
1,3,43,1,6,1,0.742,0,0,3,317,1,leading/trailing,0
1,3,9,1,6,1,0.593,0,0,2,317,1,leading/trailing,0
1,2,23,1,7,1,0.799,0,0,2,317,1,IN/Out,0
1,1,706,1,4,1,0.862,0,0,3,317,1,IN/Out,0
1,3,9,1,4,1,0.675,0,0,2,317,1,leading/trailing,0
1,1,1,2,3,1,0.878,0,0,2,317,1,IN/Out,0
1,2,34,1,7,1,0.858,0,0,2,317,1,IN/Out,0
0,1,69,3,2,1,0.926,0,0,3,317,1,IN/Out,0
0,4,80,2,1,1,0.623,0,0,2,317,1,leading/trailing,0
1,2,787,1,6,1,0.765,0,0,3,317,1,IN/Out,0
0,2,261,1,1,1,1.19,0,0,3,317,1,IN/Out,0
1,4,480,3,6,1,1.52,0,0,3,317,1,leading/trailing,0
1,3,4,1,5,1,0.772,0,0,2,317,1,leading/trailing,0
1,4,720,3,7,1,0.764,0,0,3,317,1,leading/trailing,0
0,3,12,1,1,0,0.908,0,0,3,317,1,leading/trailing,0
1,3,62,1,4,1,1.79,0,0,3,317,1,leading/trailing,0
1,4,380,3,6,1,1.04,0,0,3,317,1,leading/trailing,0
0,1,734,1,2,1,0.727,0,0,3,317,1,IN/Out,0
1,1,88,1,5,1,0.792,0,0,2,317,1,IN/Out,0
1,2,4,1,4,1,0.879,0,0,2,317,1,IN/Out,0
0,3,3,1,1,1,0.802,0,0,2,317,1,leading/trailing,0
1,3,7,1,5,1,0.938,0,0,2,317,1,leading/trailing,0
1,1,4,2,5,1,0.714,0,0,2,317,1,IN/Out,0
1,2,750,3,7,1,0.819,0,0,3,317,1,IN/Out,0
1,4,60,2,7,1,0.659,0,0,2,317,1,leading/trailing,0
1,3,7,1,7,1,0.733,0,0,2,317,1,leading/trailing,0
1,2,96,2,5,1,0.857,0,0,2,317,1,IN/Out,0
1,1,10,1,3,1,0.756,0,0,2,317,1,IN/Out,0
0,4,20,2,1,1,2.22,0,0,2,317,1,leading/trailing,0
0,2,34,2,1,1,0.713,0,0,2,317,1,IN/Out,0
1,1,753,1,3,1,0.73,0,0,3,317,1,IN/Out,0
1,1,70,1,4,1,0.684,0,0,2,317,1,IN/Out,0
1,1,26,2,3,1,0.726,0,0,2,317,1,IN/Out,0
0,4,540,3,1,1,1.54,0,0,3,317,1,leading/trailing,0
0,1,45,2,2,1,0.927,0,0,2,317,1,IN/Out,0
1,3,56,1,7,1,1.04,0,0,3,317,1,leading/trailing,0
1,3,8,1,6,1,0.796,0,0,2,317,1,leading/trailing,0
1,1,595,2,6,1,0.67,0,0,3,317,1,IN/Out,0
1,2,529,1,6,1,0.818,0,0,3,317,1,IN/Out,0
1,1,1,2,3,1,0.97,0,0,2,317,1,IN/Out,0
1,2,81,2,7,1,0.743,0,0,2,317,1,IN/Out,0
1,4,10,2,5,1,0.745,0,0,2,317,1,leading/trailing,0
1,2,984,2,7,1,0.704,0,0,3,317,1,IN/Out,0
1,4,70,2,4,1,0.618,0,0,2,317,1,leading/trailing,0
1,4,350,3,5,1,0.639,0,0,3,317,1,leading/trailing,0
1,3,29,1,5,1,0.717,0,0,3,317,1,leading/trailing,0
1,3,1,1,5,1,0.735,0,0,2,317,1,leading/trailing,0
1,2,513,1,7,1,0.927,0,0,3,317,1,IN/Out,0
1,3,4,1,5,1,0.648,0,0,2,317,1,leading/trailing,0
1,2,350,3,7,1,0.819,0,0,3,317,1,IN/Out,0
0,2,123,3,1,1,0.977,0,0,3,317,1,IN/Out,0
1,2,69,1,5,1,0.992,0,0,2,317,1,IN/Out,0
1,4,250,3,6,1,0.797,0,0,3,317,1,leading/trailing,0
0,4,760,3,1,1,1.49,0,0,3,317,1,leading/trailing,0
1,1,268,3,3,1,0.7,0,0,3,317,1,IN/Out,0
1,4,640,3,4,1,0.598,0,0,3,317,1,leading/trailing,0
1,1,98,2,4,1,0.877,0,0,2,317,1,IN/Out,0
1,1,895,2,5,1,0.742,0,0,3,317,1,IN/Out,0
1,3,83,1,6,1,0.718,0,0,3,317,1,leading/trailing,0
1,2,761,2,6,1,0.639,0,0,3,317,1,IN/Out,0
1,4,60,2,4,1,0.678,0,0,2,317,1,leading/trailing,0
0,2,11,3,1,1,0.872,0,0,3,317,1,IN/Out,0
1,4,60,2,4,1,0.652,0,0,2,317,1,leading/trailing,0
1,3,32,1,5,1,0.895,0,0,3,317,1,leading/trailing,0
1,2,364,2,6,1,0.633,0,0,3,317,1,IN/Out,0
0,3,1,1,1,1,1.01,0,0,2,317,1,leading/trailing,0
0,2,61,2,1,1,0.819,0,0,2,317,1,IN/Out,0
1,2,8,2,7,1,0.921,0,0,3,317,1,IN/Out,0
1,4,940,3,5,1,0.568,0,0,3,317,1,leading/trailing,0
1,4,50,2,6,1,0.705,0,0,2,317,1,leading/trailing,0
1,1,38,2,5,1,0.7,0,0,2,317,1,IN/Out,0
0,1,96,1,2,1,0.557,0,0,2,317,1,IN/Out,0
1,4,390,3,5,1,1.11,0,0,3,317,1,leading/trailing,0
1,1,196,2,6,1,0.533,0,0,3,317,1,IN/Out,0
1,1,20,1,4,0,0.695,0,0,2,317,1,IN/Out,0
1,2,85,2,7,0,1.02,0,0,2,317,1,IN/Out,0
1,2,6,1,6,1,1.41,0,0,2,317,1,IN/Out,0
1,4,50,2,7,1,0.543,0,0,2,317,1,leading/trailing,0
1,4,380,3,7,1,0.791,0,0,3,317,1,leading/trailing,0
1,4,60,2,6,1,0.942,0,0,2,317,1,leading/trailing,0
0,1,64,1,2,1,0.996,0,0,2,317,1,IN/Out,0
1,4,470,3,6,1,1.98,0,0,3,317,1,leading/trailing,0
1,3,99,1,4,1,0.709,0,0,3,317,1,leading/trailing,0
1,3,5,1,5,1,0.518,0,0,2,317,1,leading/trailing,0
1,2,62,2,7,1,0.753,0,0,2,317,1,IN/Out,0
1,1,201,1,4,1,0.618,0,0,3,317,1,IN/Out,0
0,4,20,2,1,1,1.61,0,0,2,317,1,leading/trailing,0
0,4,360,3,1,1,0.532,0,0,3,317,1,leading/trailing,0
0,4,820,3,1,1,0.677,0,0,3,317,1,leading/trailing,0
0,3,41,1,1,1,0.6,0,0,3,317,1,leading/trailing,0
1,1,802,1,3,1,1.22,0,0,3,317,1,IN/Out,0
1,3,1,1,6,1,0.713,0,0,2,317,1,leading/trailing,0
0,4,30,2,1,1,2.04,0,0,2,317,1,leading/trailing,0
1,4,70,2,7,1,1.09,0,0,2,317,1,leading/trailing,0
1,2,289,1,6,1,1.46,0,0,3,317,1,IN/Out,0
0,3,19,1,1,1,1.09,0,0,3,317,1,leading/trailing,0
1,2,82,2,7,1,1.03,0,0,2,317,1,IN/Out,0
1,2,48,2,7,1,0.598,0,0,2,317,1,IN/Out,0
1,4,810,3,5,1,2.22,0,0,3,317,1,leading/trailing,0
0,1,945,1,2,1,1.17,0,0,3,317,1,IN/Out,0
1,3,16,1,6,0,0.95,0,0,3,317,1,leading/trailing,0
1,3,75,1,5,1,1.61,0,0,3,317,1,leading/trailing,0
1,3,37,1,5,1,0.849,0,0,3,317,1,leading/trailing,0
1,1,350,1,3,1,0.853,0,0,3,317,1,IN/Out,0
1,1,25,1,4,1,0.92,0,0,2,317,1,IN/Out,0
1,2,681,1,7,1,0.779,0,0,3,317,1,IN/Out,0
0,2,51,2,1,1,1.74,0,0,2,317,1,IN/Out,0
1,3,9,1,4,1,0.729,0,0,2,317,1,leading/trailing,0
0,3,65,1,1,1,0.641,0,0,3,317,1,leading/trailing,0
1,4,50,2,7,1,0.742,0,0,2,317,1,leading/trailing,0
0,1,118,3,2,1,1.26,0,0,3,317,1,IN/Out,0
0,1,48,2,2,1,0.791,0,0,2,317,1,IN/Out,0
1,2,224,2,6,1,1.27,0,0,3,317,1,IN/Out,0
1,1,81,1,5,1,0.937,0,0,2,317,1,IN/Out,0
0,3,9,1,1,1,0.689,0,0,2,317,1,leading/trailing,0
1,4,30,2,7,1,0.651,0,0,2,317,1,leading/trailing,0
1,3,9,1,7,0,0.687,0,0,2,317,1,leading/trailing,0
1,4,530,3,6,1,1.4,0,0,3,317,1,leading/trailing,0
0,2,296,1,1,1,1.8,0,0,3,317,1,IN/Out,0
1,1,307,3,3,1,1.69,0,0,3,317,1,IN/Out,0
0,3,2,1,1,1,0.837,0,0,2,317,1,leading/trailing,0
1,3,71,1,4,1,0.847,0,0,3,317,1,leading/trailing,0
1,2,80,2,6,1,0.788,0,0,2,317,1,IN/Out,0
0,2,80,2,1,1,1.48,0,0,2,317,1,IN/Out,0
1,3,48,1,7,1,1.25,0,0,3,317,1,leading/trailing,0
1,1,676,3,3,1,1.18,0,0,3,317,1,IN/Out,0
1,1,348,1,5,1,0.99,0,0,3,317,1,IN/Out,0
0,2,71,2,1,1,2.92,0,0,2,318,1,IN/Out,1
0,4,60,2,1,1,1.18,0,0,2,318,1,leading/trailing,1
0,1,501,1,2,1,1.27,0,0,3,318,1,IN/Out,1
1,3,4,1,7,1,1.27,0,0,2,318,1,leading/trailing,1
1,2,95,2,5,1,0.827,0,0,2,318,1,IN/Out,1
1,4,140,3,6,1,1.49,0,0,3,318,1,leading/trailing,1
0,1,360,2,2,1,0.935,0,0,3,318,1,IN/Out,1
0,2,761,3,1,1,0.728,0,0,3,318,1,IN/Out,1
1,4,310,3,7,1,1.19,0,0,3,318,1,leading/trailing,1
1,4,310,3,7,1,1.34,0,0,3,318,1,leading/trailing,1
1,1,4,2,3,1,0.965,0,0,2,318,1,IN/Out,1
1,3,55,1,7,1,0.753,0,0,3,318,1,leading/trailing,1
1,1,66,1,3,1,1.17,0,0,2,318,1,IN/Out,1
1,4,230,3,5,1,0.896,0,0,3,318,1,leading/trailing,1
1,2,199,1,7,1,0.884,0,0,3,318,1,IN/Out,1
1,3,9,1,5,1,1.01,0,0,2,318,1,leading/trailing,1
1,1,831,1,3,1,0.855,0,0,3,318,1,IN/Out,1
1,1,575,2,3,1,0.784,0,0,3,318,1,IN/Out,1
1,1,37,2,3,1,0.679,0,0,2,318,1,IN/Out,1
1,2,59,1,4,1,0.626,0,0,2,318,1,IN/Out,1
0,2,11,1,1,1,1.44,0,0,2,318,1,IN/Out,1
0,4,20,2,1,1,1.26,0,0,2,318,1,leading/trailing,1
1,1,821,2,3,1,1.01,0,0,3,318,1,IN/Out,1
1,1,309,1,5,1,0.996,0,0,3,318,1,IN/Out,1
1,3,3,1,7,1,0.917,0,0,2,318,1,leading/trailing,1
1,4,520,3,7,1,0.677,0,0,3,318,1,leading/trailing,1
1,1,413,2,3,1,0.571,0,0,3,318,1,IN/Out,1
1,1,85,1,3,1,0.979,0,0,2,318,1,IN/Out,1
0,1,153,2,2,1,0.651,0,0,3,318,1,IN/Out,1
0,4,20,2,1,1,0.705,0,0,2,318,1,leading/trailing,1
0,1,953,2,2,1,0.669,0,0,3,318,1,IN/Out,1
0,1,51,1,2,1,0.993,0,0,2,318,1,IN/Out,1
1,4,90,2,7,1,0.586,0,0,2,318,1,leading/trailing,1
1,4,70,2,5,1,1.13,0,0,2,318,1,leading/trailing,1
1,2,47,2,6,1,0.771,0,0,2,318,1,IN/Out,1
1,4,80,2,5,1,0.859,0,0,2,318,1,leading/trailing,1
1,1,786,3,3,1,0.646,0,0,3,318,1,IN/Out,1
1,3,18,1,4,1,0.658,0,0,3,318,1,leading/trailing,1
1,4,310,3,6,1,0.92,0,0,3,318,1,leading/trailing,1
0,4,180,3,1,1,0.841,0,0,3,318,1,leading/trailing,1
1,2,76,2,7,1,0.999,0,0,2,318,1,IN/Out,1
1,2,256,2,7,1,1.8,0,0,3,318,1,IN/Out,1
1,1,85,1,4,1,1.79,0,0,2,318,1,IN/Out,1
1,4,30,2,7,1,0.738,0,0,2,318,1,leading/trailing,1
1,2,56,1,7,1,1.25,0,0,2,318,1,IN/Out,1
0,2,69,1,1,1,1.32,0,0,3,318,1,IN/Out,1
1,1,792,1,3,1,2.17,0,0,3,318,1,IN/Out,1
0,4,50,2,1,1,1.06,0,0,2,318,1,leading/trailing,1
1,4,20,2,4,1,0.793,0,0,2,318,1,leading/trailing,1
1,4,70,2,4,1,0.672,0,0,2,318,1,leading/trailing,1
1,3,46,1,4,1,0.871,0,0,3,318,1,leading/trailing,1
1,3,82,1,4,1,0.857,0,0,3,318,1,leading/trailing,1
1,3,42,1,7,1,0.839,0,0,3,318,1,leading/trailing,1
1,2,385,3,6,1,1.01,0,0,3,318,1,IN/Out,1
1,2,614,1,7,1,0.883,0,0,3,318,1,IN/Out,1
0,4,840,3,1,1,1.28,0,0,3,318,1,leading/trailing,1
1,3,6,1,4,1,1.05,0,0,2,318,1,leading/trailing,1
1,2,261,3,7,1,0.833,0,0,3,318,1,IN/Out,1
1,3,91,1,7,1,0.599,0,0,3,318,1,leading/trailing,1
1,4,730,3,5,1,1.09,0,0,3,318,1,leading/trailing,1
1,2,73,2,7,1,0.721,0,0,2,318,1,IN/Out,1
